Authors	Title	Journal	Year	Publication_citation	Abstract	Keywords	Date_epublished	PMID
DeVries, Phoebe M R; Viegas, Fernanda; Wattenberg, Martin; Meade, Brendan J	Deep learning of aftershock patterns following large earthquakes.	Nature	2018	Nature. 2018 Aug;560(7720):632-634. doi: 10.1038/s41586-018-0438-y. Epub 2018 Aug 29.	Aftershocks are a response to changes in stress generated by large earthquakes and represent the most common observations of the triggering of earthquakes. The maximum magnitude of aftershocks and their temporal decay are well described by empirical laws (such as Bath's law(1) and Omori's law(2)), but explaining and forecasting the spatial distribution of aftershocks is more difficult. Coulomb failure stress change(3) is perhaps the most widely used criterion to explain the spatial distributions of aftershocks(4-8), but its applicability has been disputed(9-11). Here we use a deep-learning approach to identify a static-stress-based criterion that forecasts aftershock locations without prior assumptions about fault orientation. We show that a neural network trained on more than 131,000 mainshock-aftershock pairs can predict the locations of aftershocks in an independent test dataset of more than 30,000 mainshock-aftershock pairs more accurately (area under curve of 0.849) than can classic Coulomb failure stress change (area under curve of 0.583). We find that the learned aftershock pattern is physically interpretable: the maximum change in shear stress, the von Mises yield criterion (a scaled version of the second invariant of the deviatoric stress-change tensor) and the sum of the absolute values of the independent components of the stress-change tensor each explain more than 98 per cent of the variance in the neural-network prediction. This machine-learning-driven insight provides improved forecasts of aftershock locations and identifies physical quantities that may control earthquake triggering during the most active part of the seismic cycle.		20180829	https://pubmed.ncbi.nlm.nih.gov/30158606
Banino, Andrea; Barry, Caswell; Uria, Benigno; Blundell, Charles; Lillicrap, Timothy; Mirowski, Piotr; Pritzel, Alexander; Chadwick, Martin J; Degris, Thomas; Modayil, Joseph; Wayne, Greg; Soyer, Hubert; Viola, Fabio; Zhang, Brian; Goroshin, Ross; Rabinowitz, Neil; Pascanu, Razvan; Beattie, Charlie; Petersen, Stig; Sadik, Amir; Gaffney, Stephen; King, Helen; Kavukcuoglu, Koray; Hassabis, Demis; Hadsell, Raia; Kumaran, Dharshan	Vector-based navigation using grid-like representations in artificial agents.	Nature	2018	Nature. 2018 May;557(7705):429-433. doi: 10.1038/s41586-018-0102-6. Epub 2018 May 9.	Deep neural networks have achieved impressive successes in fields ranging from object recognition to complex games such as Go(1,2). Navigation, however, remains a substantial challenge for artificial agents, with deep neural networks trained by reinforcement learning(3-5) failing to rival the proficiency of mammalian spatial behaviour, which is underpinned by grid cells in the entorhinal cortex (6) . Grid cells are thought to provide a multi-scale periodic representation that functions as a metric for coding space(7,8) and is critical for integrating self-motion (path integration)(6,7,9) and planning direct trajectories to goals (vector-based navigation)(7,10,11). Here we set out to leverage the computational functions of grid cells to develop a deep reinforcement learning agent with mammal-like navigational abilities. We first trained a recurrent network to perform path integration, leading to the emergence of representations resembling grid cells, as well as other entorhinal cell types (12) . We then showed that this representation provided an effective basis for an agent to locate goals in challenging, unfamiliar, and changeable environments-optimizing the primary objective of navigation through deep reinforcement learning. The performance of agents endowed with grid-like representations surpassed that of an expert human and comparison agents, with the metric quantities necessary for vector-based navigation derived from grid-like units within the network. Furthermore, grid-like representations enabled agents to conduct shortcut behaviours reminiscent of those performed by mammals. Our findings show that emergent grid-like representations furnish agents with a Euclidean spatial metric and associated vector operations, providing a foundation for proficient navigation. As such, our results support neuroscientific theories that see grid cells as critical for vector-based navigation(7,10,11), demonstrating that the latter can be combined with path-based strategies to support navigation in challenging environments.		20180509	https://pubmed.ncbi.nlm.nih.gov/29743670
Zhu, Bo; Liu, Jeremiah Z; Cauley, Stephen F; Rosen, Bruce R; Rosen, Matthew S	Image reconstruction by domain-transform manifold learning.	Nature	2018	Nature. 2018 Mar 21;555(7697):487-492. doi: 10.1038/nature25988.	Image reconstruction is essential for imaging applications across the physical and life sciences, including optical and radar systems, magnetic resonance imaging, X-ray computed tomography, positron emission tomography, ultrasound imaging and radio astronomy. During image acquisition, the sensor encodes an intermediate representation of an object in the sensor domain, which is subsequently reconstructed into an image by an inversion of the encoding function. Image reconstruction is challenging because analytic knowledge of the exact inverse transform may not exist a priori, especially in the presence of sensor non-idealities and noise. Thus, the standard reconstruction approach involves approximating the inverse function with multiple ad hoc stages in a signal processing chain, the composition of which depends on the details of each acquisition strategy, and often requires expert parameter tuning to optimize reconstruction performance. Here we present a unified framework for image reconstruction-automated transform by manifold approximation (AUTOMAP)-which recasts image reconstruction as a data-driven supervised learning task that allows a mapping between the sensor and the image domain to emerge from an appropriate corpus of training data. We implement AUTOMAP with a deep neural network and exhibit its flexibility in learning reconstruction transforms for various magnetic resonance imaging acquisition strategies, using the same network architecture and hyperparameters. We further demonstrate that manifold learning during training results in sparse representations of domain transforms along low-dimensional data manifolds, and observe superior immunity to noise and a reduction in reconstruction artefacts compared with conventional handcrafted reconstruction methods. In addition to improving the reconstruction performance of existing acquisition methodologies, we anticipate that AUTOMAP and other learned reconstruction approaches will accelerate the development of new acquisition strategies across imaging modalities.		?	https://pubmed.ncbi.nlm.nih.gov/29565357
?	An efficient deep-learning tool for detecting eye disease.	Nature	2018	Nature. 2018 Mar;555(7694):9. doi: 10.1038/d41586-018-02431-1.	?	Technology	?	https://pubmed.ncbi.nlm.nih.gov/32094890
Webb, Sarah	Deep learning for biology.	Nature	2018	Nature. 2018 Feb 22;554(7693):555-557. doi: 10.1038/d41586-018-02174-z.	?		?	https://pubmed.ncbi.nlm.nih.gov/29469107
Webb, Sarah	Deep learning for biology.	Nature	2018	Nature. 2018 Feb;554(7693):555-557. doi: 10.1038/d41586-018-02174-z.	?	Computational biology and bioinformatics; Computer science	?	https://pubmed.ncbi.nlm.nih.gov/32094952
Maxmen, Amy	Deep learning sharpens views of cells and genes.	Nature	2018	Nature. 2018 Jan 4;553(7686):9-10. doi: 10.1038/d41586-018-00004-w.	?		?	https://pubmed.ncbi.nlm.nih.gov/29300023
Maxmen, Amy	Deep learning sharpens views of cells and genes.	Nature	2018	Nature. 2018 Jan;553(7686):9-10. doi: 10.1038/d41586-018-00004-w.	?	Biological techniques; Cell biology; Computer science; Technology	?	https://pubmed.ncbi.nlm.nih.gov/32076277
Silver, David; Schrittwieser, Julian; Simonyan, Karen; Antonoglou, Ioannis; Huang, Aja; Guez, Arthur; Hubert, Thomas; Baker, Lucas; Lai, Matthew; Bolton, Adrian; Chen, Yutian; Lillicrap, Timothy; Hui, Fan; Sifre, Laurent; van den Driessche, George; Graepel, Thore; Hassabis, Demis	Mastering the game of Go without human knowledge.	Nature	2017	Nature. 2017 Oct 18;550(7676):354-359. doi: 10.1038/nature24270.	A long-standing goal of artificial intelligence is an algorithm that learns, tabula rasa, superhuman proficiency in challenging domains. Recently, AlphaGo became the first program to defeat a world champion in the game of Go. The tree search in AlphaGo evaluated positions and selected moves using deep neural networks. These neural networks were trained by supervised learning from human expert moves, and by reinforcement learning from self-play. Here we introduce an algorithm based solely on reinforcement learning, without human data, guidance or domain knowledge beyond game rules. AlphaGo becomes its own teacher: a neural network is trained to predict AlphaGo's own move selections and also the winner of AlphaGo's games. This neural network improves the strength of the tree search, resulting in higher quality move selection and stronger self-play in the next iteration. Starting tabula rasa, our new program AlphaGo Zero achieved superhuman performance, winning 100-0 against the previously published, champion-defeating AlphaGo.		?	https://pubmed.ncbi.nlm.nih.gov/29052630
Hazlett, Heather Cody; Gu, Hongbin; Munsell, Brent C; Kim, Sun Hyung; Styner, Martin; Wolff, Jason J; Elison, Jed T; Swanson, Meghan R; Zhu, Hongtu; Botteron, Kelly N; Collins, D Louis; Constantino, John N; Dager, Stephen R; Estes, Annette M; Evans, Alan C; Fonov, Vladimir S; Gerig, Guido; Kostopoulos, Penelope; McKinstry, Robert C; Pandey, Juhi; Paterson, Sarah; Pruett, John R; Schultz, Robert T; Shaw, Dennis W; Zwaigenbaum, Lonnie; Piven, Joseph	Early brain development in infants at high risk for autism spectrum disorder.	Nature	2017	Nature. 2017 Feb 15;542(7641):348-351. doi: 10.1038/nature21369.	Brain enlargement has been observed in children with autism spectrum disorder (ASD), but the timing of this phenomenon, and the relationship between ASD and the appearance of behavioural symptoms, are unknown. Retrospective head circumference and longitudinal brain volume studies of two-year olds followed up at four years of age have provided evidence that increased brain volume may emerge early in development. Studies of infants at high familial risk of autism can provide insight into the early development of autism and have shown that characteristic social deficits in ASD emerge during the latter part of the first and in the second year of life. These observations suggest that prospective brain-imaging studies of infants at high familial risk of ASD might identify early postnatal changes in brain volume that occur before an ASD diagnosis. In this prospective neuroimaging study of 106 infants at high familial risk of ASD and 42 low-risk infants, we show that hyperexpansion of the cortical surface area between 6 and 12 months of age precedes brain volume overgrowth observed between 12 and 24 months in 15 high-risk infants who were diagnosed with autism at 24 months. Brain volume overgrowth was linked to the emergence and severity of autistic social deficits. A deep-learning algorithm that primarily uses surface area information from magnetic resonance imaging of the brain of 6-12-month-old individuals predicted the diagnosis of autism in individual high-risk children at 24 months (with a positive predictive value of 81% and a sensitivity of 88%). These findings demonstrate that early brain changes occur during the period in which autistic behaviours are first emerging.		?	https://pubmed.ncbi.nlm.nih.gov/28202961
Silver, David; Huang, Aja; Maddison, Chris J; Guez, Arthur; Sifre, Laurent; van den Driessche, George; Schrittwieser, Julian; Antonoglou, Ioannis; Panneershelvam, Veda; Lanctot, Marc; Dieleman, Sander; Grewe, Dominik; Nham, John; Kalchbrenner, Nal; Sutskever, Ilya; Lillicrap, Timothy; Leach, Madeleine; Kavukcuoglu, Koray; Graepel, Thore; Hassabis, Demis	Mastering the game of Go with deep neural networks and tree search.	Nature	2016	Nature. 2016 Jan 28;529(7587):484-9. doi: 10.1038/nature16961.	The game of Go has long been viewed as the most challenging of classic games for artificial intelligence owing to its enormous search space and the difficulty of evaluating board positions and moves. Here we introduce a new approach to computer Go that uses 'value networks' to evaluate board positions and 'policy networks' to select moves. These deep neural networks are trained by a novel combination of supervised learning from human expert games, and reinforcement learning from games of self-play. Without any lookahead search, the neural networks play Go at the level of state-of-the-art Monte Carlo tree search programs that simulate thousands of random games of self-play. We also introduce a new search algorithm that combines Monte Carlo simulation with value and policy networks. Using this search algorithm, our program AlphaGo achieved a 99.8% winning rate against other Go programs, and defeated the human European Go champion by 5 games to 0. This is the first time that a computer program has defeated a human professional player in the full-sized game of Go, a feat previously thought to be at least a decade away.		?	https://pubmed.ncbi.nlm.nih.gov/26819042
Hao, Shuang; Tang, Bin; Wu, Zhenyu; Ure, Kerstin; Sun, Yaling; Tao, Huifang; Gao, Yan; Patel, Akash J; Curry, Daniel J; Samaco, Rodney C; Zoghbi, Huda Y; Tang, Jianrong	Forniceal deep brain stimulation rescues hippocampal memory in Rett syndrome mice.	Nature	2015	Nature. 2015 Oct 15;526(7573):430-4. doi: 10.1038/nature15694.	Deep brain stimulation (DBS) has improved the prospects for many individuals with diseases affecting motor control, and recently it has shown promise for improving cognitive function as well. Several studies in individuals with Alzheimer disease and in amnesic rats have demonstrated that DBS targeted to the fimbria-fornix, the region that appears to regulate hippocampal activity, can mitigate defects in hippocampus-dependent memory. Despite these promising results, DBS has not been tested for its ability to improve cognition in any childhood intellectual disability disorder. Such disorders are a pressing concern: they affect as much as 3% of the population and involve hundreds of different genes. We proposed that stimulating the neural circuits that underlie learning and memory might provide a more promising route to treating these otherwise intractable disorders than seeking to adjust levels of one molecule at a time. We therefore studied the effects of forniceal DBS in a well-characterized mouse model of Rett syndrome (RTT), which is a leading cause of intellectual disability in females. Caused by mutations that impair the function of MeCP2 (ref. 6), RTT appears by the second year of life in humans, causing profound impairment in cognitive, motor and social skills, along with an array of neurological features. RTT mice, which reproduce the broad phenotype of this disorder, also show clear deficits in hippocampus-dependent learning and memory and hippocampal synaptic plasticity. Here we show that forniceal DBS in RTT mice rescues contextual fear memory as well as spatial learning and memory. In parallel, forniceal DBS restores in vivo hippocampal long-term potentiation and hippocampal neurogenesis. These results indicate that forniceal DBS might mitigate cognitive dysfunction in RTT.		?	https://pubmed.ncbi.nlm.nih.gov/26469053
Cully, Antoine; Clune, Jeff; Tarapore, Danesh; Mouret, Jean-Baptiste	Robots that can adapt like animals.	Nature	2015	Nature. 2015 May 28;521(7553):503-7. doi: 10.1038/nature14422.	Robots have transformed many industries, most notably manufacturing, and have the power to deliver tremendous benefits to society, such as in search and rescue, disaster response, health care and transportation. They are also invaluable tools for scientific exploration in environments inaccessible to humans, from distant planets to deep oceans. A major obstacle to their widespread adoption in more complex environments outside factories is their fragility. Whereas animals can quickly adapt to injuries, current robots cannot 'think outside the box' to find a compensatory behaviour when they are damaged: they are limited to their pre-specified self-sensing abilities, can diagnose only anticipated failure modes, and require a pre-programmed contingency plan for every type of potential damage, an impracticality for complex robots. A promising approach to reducing robot fragility involves having robots learn appropriate behaviours in response to damage, but current techniques are slow even with small, constrained search spaces. Here we introduce an intelligent trial-and-error algorithm that allows robots to adapt to damage in less than two minutes in large search spaces without requiring self-diagnosis or pre-specified contingency plans. Before the robot is deployed, it uses a novel technique to create a detailed map of the space of high-performing behaviours. This map represents the robot's prior knowledge about what behaviours it can perform and their value. When the robot is damaged, it uses this prior knowledge to guide a trial-and-error learning algorithm that conducts intelligent experiments to rapidly discover a behaviour that compensates for the damage. Experiments reveal successful adaptations for a legged robot injured in five different ways, including damaged, broken, and missing legs, and for a robotic arm with joints broken in 14 different ways. This new algorithm will enable more robust, effective, autonomous robots, and may shed light on the principles that animals use to adapt to injury.		?	https://pubmed.ncbi.nlm.nih.gov/26017452
LeCun, Yann; Bengio, Yoshua; Hinton, Geoffrey	Deep learning.	Nature	2015	Nature. 2015 May 28;521(7553):436-44. doi: 10.1038/nature14539.	Deep learning allows computational models that are composed of multiple processing layers to learn representations of data with multiple levels of abstraction. These methods have dramatically improved the state-of-the-art in speech recognition, visual object recognition, object detection and many other domains such as drug discovery and genomics. Deep learning discovers intricate structure in large data sets by using the backpropagation algorithm to indicate how a machine should change its internal parameters that are used to compute the representation in each layer from the representation in the previous layer. Deep convolutional nets have brought about breakthroughs in processing images, video, speech and audio, whereas recurrent nets have shone light on sequential data such as text and speech.		?	https://pubmed.ncbi.nlm.nih.gov/26017442
Mnih, Volodymyr; Kavukcuoglu, Koray; Silver, David; Rusu, Andrei A; Veness, Joel; Bellemare, Marc G; Graves, Alex; Riedmiller, Martin; Fidjeland, Andreas K; Ostrovski, Georg; Petersen, Stig; Beattie, Charles; Sadik, Amir; Antonoglou, Ioannis; King, Helen; Kumaran, Dharshan; Wierstra, Daan; Legg, Shane; Hassabis, Demis	Human-level control through deep reinforcement learning.	Nature	2015	Nature. 2015 Feb 26;518(7540):529-33. doi: 10.1038/nature14236.	The theory of reinforcement learning provides a normative account, deeply rooted in psychological and neuroscientific perspectives on animal behaviour, of how agents may optimize their control of an environment. To use reinforcement learning successfully in situations approaching real-world complexity, however, agents are confronted with a difficult task: they must derive efficient representations of the environment from high-dimensional sensory inputs, and use these to generalize past experience to new situations. Remarkably, humans and other animals seem to solve this problem through a harmonious combination of reinforcement learning and hierarchical sensory processing systems, the former evidenced by a wealth of neural data revealing notable parallels between the phasic signals emitted by dopaminergic neurons and temporal difference reinforcement learning algorithms. While reinforcement learning agents have achieved some successes in a variety of domains, their applicability has previously been limited to domains in which useful features can be handcrafted, or to domains with fully observed, low-dimensional state spaces. Here we use recent advances in training deep neural networks to develop a novel artificial agent, termed a deep Q-network, that can learn successful policies directly from high-dimensional sensory inputs using end-to-end reinforcement learning. We tested this agent on the challenging domain of classic Atari 2600 games. We demonstrate that the deep Q-network agent, receiving only the pixels and the game score as inputs, was able to surpass the performance of all previous algorithms and achieve a level comparable to that of a professional human games tester across a set of 49 games, using the same algorithm, network architecture and hyperparameters. This work bridges the divide between high-dimensional sensory inputs and actions, resulting in the first artificial agent that is capable of learning to excel at a diverse array of challenging tasks.		?	https://pubmed.ncbi.nlm.nih.gov/25719670
Mante, Valerio; Sussillo, David; Shenoy, Krishna V; Newsome, William T	Context-dependent computation by recurrent dynamics in prefrontal cortex.	Nature	2013	Nature. 2013 Nov 7;503(7474):78-84. doi: 10.1038/nature12742.	Prefrontal cortex is thought to have a fundamental role in flexible, context-dependent behaviour, but the exact nature of the computations underlying this role remains largely unknown. In particular, individual prefrontal neurons often generate remarkably complex responses that defy deep understanding of their contribution to behaviour. Here we study prefrontal cortex activity in macaque monkeys trained to flexibly select and integrate noisy sensory inputs towards a choice. We find that the observed complexity and functional roles of single neurons are readily understood in the framework of a dynamical process unfolding at the level of the population. The population dynamics can be reproduced by a trained recurrent neural network, which suggests a previously unknown mechanism for selection and integration of task-relevant inputs. This mechanism indicates that selection and integration are two aspects of a single dynamical process unfolding within the same prefrontal circuits, and potentially provides a novel, general framework for understanding context-dependent computations.		?	https://pubmed.ncbi.nlm.nih.gov/24201281
Tsai, Peter T; Hull, Court; Chu, YunXiang; Greene-Colozzi, Emily; Sadowski, Abbey R; Leech, Jarrett M; Steinberg, Jason; Crawley, Jacqueline N; Regehr, Wade G; Sahin, Mustafa	Autistic-like behaviour and cerebellar dysfunction in Purkinje cell Tsc1 mutant mice.	Nature	2012	Nature. 2012 Aug 30;488(7413):647-51. doi: 10.1038/nature11310.	Autism spectrum disorders (ASDs) are highly prevalent neurodevelopmental disorders, but the underlying pathogenesis remains poorly understood. Recent studies have implicated the cerebellum in these disorders, with post-mortem studies in ASD patients showing cerebellar Purkinje cell (PC) loss, and isolated cerebellar injury has been associated with a higher incidence of ASDs. However, the extent of cerebellar contribution to the pathogenesis of ASDs remains unclear. Tuberous sclerosis complex (TSC) is a genetic disorder with high rates of comorbid ASDs that result from mutation of either TSC1 or TSC2, whose protein products dimerize and negatively regulate mammalian target of rapamycin (mTOR) signalling. TSC is an intriguing model to investigate the cerebellar contribution to the underlying pathogenesis of ASDs, as recent studies in TSC patients demonstrate cerebellar pathology and correlate cerebellar pathology with increased ASD symptomatology. Functional imaging also shows that TSC patients with ASDs display hypermetabolism in deep cerebellar structures, compared to TSC patients without ASDs. However, the roles of Tsc1 and the sequelae of Tsc1 dysfunction in the cerebellum have not been investigated so far. Here we show that both heterozygous and homozygous loss of Tsc1 in mouse cerebellar PCs results in autistic-like behaviours, including abnormal social interaction, repetitive behaviour and vocalizations, in addition to decreased PC excitability. Treatment of mutant mice with the mTOR inhibitor, rapamycin, prevented the pathological and behavioural deficits. These findings demonstrate new roles for Tsc1 in PC function and define a molecular basis for a cerebellar contribution to cognitive disorders such as autism.		?	https://pubmed.ncbi.nlm.nih.gov/22763451
Huber, D; Gutnisky, D A; Peron, S; O'Connor, D H; Wiegert, J S; Tian, L; Oertner, T G; Looger, L L; Svoboda, K	Multiple dynamic representations in the motor cortex during sensorimotor learning.	Nature	2012	Nature. 2012 Apr 25;484(7395):473-8. doi: 10.1038/nature11039.	The mechanisms linking sensation and action during learning are poorly understood. Layer 2/3 neurons in the motor cortex might participate in sensorimotor integration and learning; they receive input from sensory cortex and excite deep layer neurons, which control movement. Here we imaged activity in the same set of layer 2/3 neurons in the motor cortex over weeks, while mice learned to detect objects with their whiskers and report detection with licking. Spatially intermingled neurons represented sensory (touch) and motor behaviours (whisker movements and licking). With learning, the population-level representation of task-related licking strengthened. In trained mice, population-level representations were redundant and stable, despite dynamism of single-neuron representations. The activity of a subpopulation of neurons was consistent with touch driving licking behaviour. Our results suggest that ensembles of motor cortex neurons couple sensory input to multiple, related motor programs during learning.		20120425	https://pubmed.ncbi.nlm.nih.gov/22538608
Li, Bo; Piriz, Joaquin; Mirrione, Martine; Chung, ChiHye; Proulx, Christophe D; Schulz, Daniela; Henn, Fritz; Malinow, Roberto	Synaptic potentiation onto habenula neurons in the learned helplessness model of depression.	Nature	2011	Nature. 2011 Feb 24;470(7335):535-9. doi: 10.1038/nature09742.	The cellular basis of depressive disorders is poorly understood. Recent studies in monkeys indicate that neurons in the lateral habenula (LHb), a nucleus that mediates communication between forebrain and midbrain structures, can increase their activity when an animal fails to receive an expected positive reward or receives a stimulus that predicts aversive conditions (that is, disappointment or anticipation of a negative outcome). LHb neurons project to, and modulate, dopamine-rich regions, such as the ventral tegmental area (VTA), that control reward-seeking behaviour and participate in depressive disorders. Here we show that in two learned helplessness models of depression, excitatory synapses onto LHb neurons projecting to the VTA are potentiated. Synaptic potentiation correlates with an animal's helplessness behaviour and is due to an enhanced presynaptic release probability. Depleting transmitter release by repeated electrical stimulation of LHb afferents, using a protocol that can be effective for patients who are depressed, markedly suppresses synaptic drive onto VTA-projecting LHb neurons in brain slices and can significantly reduce learned helplessness behaviour in rats. Our results indicate that increased presynaptic action onto LHb neurons contributes to the rodent learned helplessness model of depression.		?	https://pubmed.ncbi.nlm.nih.gov/21350486
Oda, Y; Kawasaki, K; Morita, M; Korn, H; Matsui, H	Inhibitory long-term potentiation underlies auditory conditioning of goldfish escape behaviour.	Nature	1998	Nature. 1998 Jul 9;394(6689):182-5. doi: 10.1038/28172.	Long-term potentiation (LTP), the increase in synaptic strength evoked by high-frequency stimulation, is often considered to be a cellular model for learning and memory. The validity of this model depends on the assumptions that physiological stimuli can induce LTP in vivo and that the resulting synaptic modifications correlate with behavioural changes. However, modifiable synapses are generally embedded deep in complex circuits. In contrast, the goldfish Mauthner (M)-cell and its afferent synapses are easily accessible for electrophysiological studies, and firing of this neuron is sufficient to trigger fast escape behaviour in response to sudden stimuli. We have previously shown that tetanic stimulation can induce LTP of the feedforward inhibitory synapses that control the excitability of the M-cell. Here we report that natural sensory stimulation can induce potentiation of this inhibitory connection that resembles the LTP induced by afferent tetanization. Furthermore, comparable acoustic stimulation produced a parallel decrease in the probability of the sound-evoked escape reflex. Thus we demonstrate for the first time, to our knowledge, a behavioural role for the long-term synaptic strengthening of inhibitory synapses.		?	https://pubmed.ncbi.nlm.nih.gov/9671301
Wilkinson, F; Dodwell, P C	Young kittens can learn complex visual pattern discriminations.	Nature	1980	Nature. 1980 Mar 20;284(5753):258-9. doi: 10.1038/284258a0.	Kittens begin to display visually elicited responses shortly after eye opening. The pupillary reflex, optokinetic response, visual placing and avoidance of the deep side of the visual cliff all appear between the second and fifth weeks of life, and evidence of visual learning in homing behaviour has been described at the same early age. However, an attempt to elicit pattern preferences in kittens of this age (usually considered the easiest way to demonstrate discriminatory behaviour in immature organisms) was unsuccessful, evidently because such kittens show little spontaneous visual interest. This is surprising in view of electrophysiological findings which emphasise the importance of the fourth to sixth weeks in the development of cortical feature-analysing mechanisms; perhaps the stimulus-seeking methodology of Dodwell et al. is anappropriate for the visual modality at such an early age. Recently, visual acuity measurements have been reported for kittens as young as 30 d of age using a contour versus no-contour discrimination on a modified Lashley jumping stand. With this technique we have now trained kittens of under 50 d of age to perform more complex pattern discriminations.		?	https://pubmed.ncbi.nlm.nih.gov/7360257
